"isReserved","locID","OMSCHR","NAAM","TYPE","dataset","Sampler","GEBIED","SystemType","WVLC","vrijwillID","provincie","postcode","gemeente","SugbyINBO","Latitude","Longitude","VHAG","updateRes","CATC","startDate","restricties"
"FALSE","I_8530_2","Stasegemsesteenweg, Gavermeer","Gaverbeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8530","Harelbeke","YES","50.8412518308375","3.31046316127095","15720","FALSE",1,NA,""
"FALSE","I_8540_2","Meersstraat","Gaverbeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8540","Deerlijk","YES","50.8445955844993","3.33662972707325","15720","FALSE",1,NA,""
"FALSE","I_8540_3","Stationsstraat, Hbg Gaverkasteel","Gaverbeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8540","Deerlijk","YES","50.8443515482056","3.35192845674308","15720","FALSE",1,NA,""
"FALSE","I_8570_1","Steenbruggestraat","Maalbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8570","Anzegem","YES","50.850214909849","3.45487689401072","4851","FALSE",2,NA,""
"FALSE","I_8501_1","Kap OLV Ter Warande, in 't veld lgs molen","Heulebeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8501","Kortrijk","YES","50.8425955049462","3.24796878573256","4205","FALSE",1,NA,""
"FALSE","I_8560_2","Gullegem, Ter Winkel, sop brug","Heulebeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8560","Wevelgem","YES","50.8444541888194","3.21069123556494","4205","FALSE",1,NA,""
"FALSE","I_8560_3","Moorsele, Overheulestraat, sop brug","Heulebeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8560","Wevelgem","YES","50.8430417357239","3.16416412289594","4205","FALSE",1,NA,""
"FALSE","I_8890_1"," ","Heulebeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8890","Moorslede","YES","50.8660858638903","3.05368065715565","4205","FALSE",2,NA,""
"FALSE","I_2990_6","Wuustwezel; Tereik; Heikenweg; afw brug mtp 67300","Kleine Aa of Weerijsbeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2990","Wuustwezel","YES","51.4176135329876","4.63945106257134","9503","FALSE",1,NA,""
"FALSE","I_2990_7","Wuustwezel (grens Loenhout); Braken; Bosweg; vanaf hoek canadabos SA tot in meander","Kleine Aa of Weerijsbeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2990","Wuustwezel","YES","51.410895079546","4.62538478794311","9503","FALSE",1,NA,""
"FALSE","I_2990_8","Wuustwezel (grens Loenhout); Donkweg; afw brug mtp 67500","Kleine Aa of Weerijsbeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2990","Wuustwezel","YES","51.4026258031312","4.61722027725184","9503","FALSE",1,NA,""
"FALSE","I_8620_2","Ramskapelle, Violettestraat, Hve Rijkenhoek","Grote Beverdijkvaart","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8620","Nieuwpoort","YES","51.1136830222303","2.79093402467894","1205","FALSE",1,NA,""
"FALSE","I_2960_2","Wuustwezel; zijweg Schietveldweg; 120m afw brug beginnen","Kleine Aa of Weerijsbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2960","Brecht","YES","51.3609715012079","4.61080935982726","9503","FALSE",2,NA,"bij voorkeur tussen 20/07 - 01/09"
"FALSE","I_2960_3","Brecht; Overbroek; Overbroekstraat; 20m opw brug mtp 68000","Kleine Aa of Weerijsbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2960","Brecht","YES","51.3482096687237","4.61466097896518","9503","FALSE",2,NA,"bij voorkeur tussen 20/07 - 01/09"
"FALSE","I_8620_3","Ramskapelle, Koolhofstraat, Koolhofbrug","Slijkvaart","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8620","Nieuwpoort","YES","51.1117793288847","2.74799163155128","1211","FALSE",1,NA,""
"FALSE","I_8630_2"," ","Steengracht","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8630","Veurne","YES","51.0431432541776","2.66088461306152","1233","FALSE",2,NA,""
"FALSE","I_8630_3"," ","Steengracht","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8630","Veurne","YES","51.0340455219929","2.67906978506932","1233","FALSE",2,NA,""
"FALSE","I_8630_4","NA","Oerenbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8630","Veurne","YES","51.0291876528135","2.69020971060372","1408","FALSE",2,NA,""
"FALSE","I_8670_1"," ","Oude Veurnevaart - Langeleed","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8670","Koksijde","YES","51.1038088265998","2.6847604586279","1212","FALSE",2,NA,""
"FALSE","I_8670_2"," ","Oude Veurnevaart - Langeleed","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8670","Koksijde","YES","51.0887082430641","2.67252664422776","1212","FALSE",2,NA,""
"FALSE","I_8630_5","Bulskamp, Moerhoek, Ringslotstraat"," ","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8630","Veurne","YES","51.0421043271752","2.62799050798691","1295","FALSE",2,NA,""
"FALSE","I_8630_6"," ","Nieuwe Gracht","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8630","Veurne","YES","51.043255979591","2.64454963391585","1256","FALSE",2,NA,""
"FALSE","I_8433_4","Mannekensvere, Zwarte weg, huisnr. 17","Vladslovaart","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8433","Middelkerke","YES","51.1309102216875","2.83673398356019","1207","FALSE",2,NA,""
"FALSE","I_8400_2","Zandvoorde, Zandvoordestraat, saf 695000","Gauweloze kreek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8400","Oostende","YES","51.2151212730287","2.94516224073098","14884","FALSE",1,NA,""
"FALSE","I_8400_3","Stene, Polderdijk, na verval","Gauweloze kreek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8400","Oostende","YES","51.1981237251141","2.93348952379126","14884","FALSE",1,NA,""
"FALSE","I_9820_3","Pontweg, opw weg","Melsenbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9820","Merelbeke","YES","50.9938365186674","3.73492077627793","5088","FALSE",2,NA,""
"FALSE","I_9890_2","Asper, Landdijk, thv brugje","Stampkotbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9890","Gavere","YES","50.9195661381773","3.656606825356","5274","FALSE",2,NA,""
"FALSE","I_9890_3","monding Wallebeek in Schelde","Stampkotbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9890","Gavere","YES","50.9209019540326","3.65897594439477","5274","FALSE",2,NA,""
"FALSE","I_9890_4","Asper, Heulestraat, afw weg","Stampkotbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9890","Gavere","YES","50.9156171566239","3.64735202922444","5603","FALSE",2,NA,""
"FALSE","I_9750_2","Huise, Driesstraat, 50m opw weg","Stampkotbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9750","Kruisem","YES","50.8928980570371","3.58933790502997","5603","FALSE",2,NA,""
"FALSE","I_9770_2","Appelhoekstraat, thv Lozerkasteel","Stampkotbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9770","Kruisem","YES","50.9147262664376","3.56148710099002","5274","FALSE",2,NA,""
"FALSE","I_9750_3","Den Bos, opw brug","Stampkotbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9750","Kruisem","YES","50.921508774036","3.61632724910017","5274","FALSE",3,NA,""
"FALSE","I_9770_3","Neereichemstraat afw brug","Stampkotbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9770","Kruisem","YES","50.9241150040095","3.58052756313987","5274","FALSE",2,NA,""
"FALSE","I_9636_2","Nederzwal-Hermelgem,Hoogstraat","Zwalmbeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9636","Zwalm","YES","50.8853911703918","3.68608786235481","5000","FALSE",1,NA,""
"FALSE","I_9630_3","Munkzwalm,Molenpad","Zwalmbeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9630","Zwalm","YES","50.8802590372531","3.73439124169213","5000","FALSE",1,NA,""
"FALSE","I_9620_2","Strijpen,Rijkestraat-Zottegemsesteenweg","Zwalmbeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9620","Zottegem","YES","50.8638978667327","3.76513847670637","5000","FALSE",1,NA,""
"FALSE","I_9660_3","Nederbrakel, Oude Blekerijstraat, Zwalmbeekweg, 100m afw brug tussen 719800 en 722500","Zwalmbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9660","Brakel","YES","50.8127252135656","3.77877777975493","5000","FALSE",2,NA,""
"FALSE","I_2322_3","Meer; Bergenstraat; 1,5 km afw mtp 72800, 200m afw stuw","Mark","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2322","Hoogstraten","YES","51.4389132332456","4.76182566588406","9502","FALSE",1,NA,""
"FALSE","I_2310_2","Wortel; Zandstraat; 200m opw mtp 73700","Mark","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2310","Rijkevorsel","YES","51.3918273534415","4.79027378003225","9502","FALSE",1,NA,""
"FALSE","I_9630_4","Sint-Maria-Horebeke,Caildenberg","Peerdestokbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9630","Zwalm","YES","50.8547507312834","3.704356422374","5508","FALSE",2,NA,""
"FALSE","I_9700_4","Melden,Meersbloem, Leupegem-Meersbloem, meest stroomafwaartse brugje","Maarkebeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9700","Oudenaarde","YES","50.8326148626515","3.59394202906313","5003","FALSE",1,NA,""
"FALSE","I_9700_5","Oudenaarde, brugje Wolfabriekstraat","Maarkebeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9700","Oudenaarde","YES","50.8276801798971","3.60228437740252","5003","FALSE",1,NA,""
"FALSE","I_9700_6","Oudenaarde,Spoorweglaan. 100m stroomafwaarts vanaf spoorwegbrug","Maarkebeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9700","Oudenaarde","YES","50.8259751920763","3.60967873659039","5003","FALSE",1,NA,""
"FALSE","I_9700_7","Melden, Schaatsputte, Veldweg","Beiaardbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9700","Oudenaarde","YES","50.809914574638","3.5645044110214","5002","FALSE",2,NA,""
"FALSE","I_9700_8","Melden, Bunderbos, opw weg","Beiaardbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9700","Oudenaarde","YES","50.8075360393042","3.56113983294874","5002","FALSE",2,NA,""
"FALSE","I_2330_3","Merksplas; Lochtenberg","Mark","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2330","Merksplas","YES","51.3814051657666","4.83484793567964","9502","FALSE",2,NA,"bij voorkeur tussen 20/07 - 01/09"
"FALSE","I_9600_4","Baremeers, 100m afw brug thv 740000","Molenbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9600","Ronse","YES","50.7364253491355","3.54848820961401","5188","FALSE",2,NA,""
"FALSE","I_9600_5","César Snoecklaan thv Utexbel, 100m afw brug thv 740400","Molenbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9600","Ronse","YES","50.7474523421098","3.58464304221788","5188","FALSE",2,NA,""
"FALSE","I_9600_6","Savooistraat, opw brug","Molenbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9600","Ronse","YES","50.754685937769","3.61982605006476","5188","FALSE",2,NA,""
"FALSE","I_8587_2","Spiere,Oudenaardseweg","Zwarte Spiere","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8587","Spiere-Helkijn","YES","50.7163666956781","3.35550882721474","5523","FALSE",1,NA,""
"FALSE","I_8587_3","Spiere, Oudenaardseweg (100m voor gewestgrens)","Zwarte Spiere","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8587","Spiere-Helkijn","YES","50.7159040412052","3.34573332932727","5523","FALSE",1,NA,""
"FALSE","I_8587_4","Spiere,Pijpestraat,opw kasteelhoeve,opw weg","Grote Spiere","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8587","Spiere-Helkijn","YES","50.728048404819","3.34653224116601","5039","FALSE",1,NA,""
"FALSE","I_8587_5","Spiere,Hellenhoek,opw zijwaterlopen","Grote Spiere","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8587","Spiere-Helkijn","YES","50.72440413921","3.35652590496828","5039","FALSE",1,NA,""
"FALSE","I_8510_6","Kooigem; te bereiken via:Moeskroen,La Cabocherie,Clos Pierre Bayens","Grote Spiere","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8510","Kortrijk","YES","50.733467762427","3.32490987582633","5039","FALSE",1,NA,""
"FALSE","I_9920_3","Molendam-Molenslag,Molenbrug,opw weg","Oude Kale","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9920","Lievegem","YES","51.0832226480651","3.62070685172206","72","FALSE",1,NA,""
"FALSE","I_9850_4","Landegem,Brouwerijstraat,afw weg","Oude Kale","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9850","Deinze","YES","51.0578842567443","3.57170040673069","72","FALSE",1,NA,""
"FALSE","I_9850_5","Legelare,Egelare,opw weg","Oude Kale","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9850","Deinze","YES","51.0357883420008","3.55593676691231","72","FALSE",1,NA,""
"FALSE","I_9850_6","Graaf van Hoornestraat,afw weg","Poekebeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9850","Deinze","YES","51.0333774239352","3.54532874829754","27","FALSE",1,NA,""
"FALSE","I_9800_10","Lotenhulle,Kleitestraat-Vaarzeelstraat,Varezelebrug,opw weg","Poekebeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9800","Deinze","YES","51.0254518109074","3.49218479473514","27","FALSE",1,NA,""
"FALSE","I_9880_2","Poeke,Kasteelstraat,afw weg","Poekebeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9880","Aalter","YES","51.0394850791984","3.45206873461403","27","FALSE",1,NA,""
"FALSE","I_8755_3","Knokmolen,Knokstraat,opw weg","Poekebeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8755","Ruiselede","YES","51.0458206853746","3.38490421635561","27","FALSE",2,NA,""
"FALSE","I_9031_2","Vinderhoute,Bulken,Langendam","Merebeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9031","Gent","YES","51.0822353727111","3.65431781869872","402","FALSE",1,NA,""
"FALSE","I_9921_1","Vinderhoute,jaagpad,opw Bemalingsstation","Nieuwe Kale","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9921","Lievegem","YES","51.0869773471841","3.65657193249305","625","FALSE",1,NA,""
"FALSE","I_9940_8","Westbeke","Nieuwe Kale","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9940","Evergem","YES","51.093148493259","3.6754492521055","625","FALSE",1,NA,""
"FALSE","I_9940_9","Vurstje,Vurstjen,veldweg","Nieuwe Kale","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9940","Evergem","YES","51.1037546290884","3.70019295872244","625","FALSE",1,NA,""
"FALSE","I_9940_10","Overdam,Durmakker","Nieuwe Kale","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9940","Evergem","YES","51.0999744698546","3.6914809805469","625","FALSE",1,NA,""
"FALSE","I_9940_11","Sleidinge,Bosstraat","Brakeleike","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9940","Evergem","YES","51.1460683907764","3.64708283031936","487","FALSE",1,NA,""
"FALSE","I_9950_3","Lievetragel,Beirtje,Beirtjesbrug","'T Liefken","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9950","Lievegem","YES","51.138415178999","3.61626590340425","24","FALSE",1,NA,""
"FALSE","I_9920_4","Boterhoek,Klaverkesbrug","'T Liefken","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9920","Lievegem","YES","51.1214896035191","3.6408059493018","24","FALSE",1,NA,""
"FALSE","I_8340_5"," ","Hoge Watering","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8340","Damme","YES","51.2398868843193","3.3407419782446","2129","FALSE",2,NA,""
"FALSE","I_2387_5","Baarle-Hertog; Zondereigen; Heikant; +/- 300m afw mtp 82000 via zandwegje","Noordermark","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2387","Baarle-Hertog","YES","51.408914001393","4.86871073920228","9670","FALSE",2,NA,"bij voorkeur tussen 20/07 - 01/09"
"FALSE","I_2310_3","Rijkevorsel; Koekhoven; 10m opw brug beginnen","Kleine Mark","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2310","Rijkevorsel","YES","51.3597759296127","4.7696829160642","9968","FALSE",9,NA,""
"FALSE","I_2940_2","Stabroek; Danckerse weg; opw brug mtp 834610","Antitankkanaal","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2940","Stabroek","YES","51.3429651224592","4.37758539480331","113","FALSE",1,NA,""
"FALSE","I_2930_2","Brasschaat; Sionkloosterlaan ten einde naar toegang Fort van Brasschaat; 120m afwaarts ringgracht Fort","Antitankkanaal","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2930","Brasschaat","YES","51.3303095402242","4.49106718934952","113","FALSE",1,NA,""
"FALSE","I_2930_3","Brasschaat, naast Garçondreef; beginnen 50 m opwaarts brug","Antitankkanaal","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2930","Brasschaat","YES","51.3205573291831","4.50749392738874","113","FALSE",1,NA,""
"FALSE","I_2382_1","Nieuwkerk; 600m opw mtp 84000; thv modelvliegclub","Leyloop","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2382","Ravels","YES","51.4832850968958","5.02601332290686","9511","FALSE",2,NA,"bij voorkeur tussen 20/07 - 01/09"
"FALSE","I_2382_2","Poppel; Aarleheide; verlengde van Fazantlaan (100m verder op onverharde weg via weide naar meetpunt)","Leyloop","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2382","Ravels","YES","51.4675901433815","5.00833562469302","9511","FALSE",2,NA,"bij voorkeur tussen 20/07 - 01/09"
"FALSE","I_2382_3","Poppel; Stwg Baarle; 100m afw brug mtp 85000","Leyloop","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2382","Ravels","YES","51.4535763245414","5.01034319934923","9511","FALSE",2,NA,"bij voorkeur tussen 20/07 - 01/09"
"FALSE","I_2381_3","Poppel; zijwegje Krommendijk; 150m opw brug","De Aa","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2381","Ravels","YES","51.4357876841803","5.04621986100561","9510","FALSE",2,NA,"bij voorkeur tussen 20/07 - 01/09"
"FALSE","I_2381_4","Weelde; Schootseweg; 150m afw brug","De Aa","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2381","Ravels","YES","51.4185604042033","5.04575258804256","9510","FALSE",2,NA,"bij voorkeur tussen 20/07 - 01/09"
"FALSE","I_8470_1","Vaartstraat, Wittebrug","Moerdijkvaart","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8470","Gistel","YES","51.1700257107069","2.96309673744176","1209","FALSE",1,NA,""
"FALSE","I_8460_1"," ","Moerdijkvaart","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8460","Oudenburg","YES","51.170338928345","2.98429465354251","1209","FALSE",1,NA,""
"FALSE","I_8450_1","Noordedestraat, Nukkerbrug","Noordede","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8450","Bredene","YES","51.2205130411863","2.96680057837379","2122","FALSE",1,NA,""
"FALSE","I_8490_2","Vlissegem, Brugse Baan, Lepelem","Noordede","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8490","Jabbeke","YES","51.2344590440175","3.07104480076298","2122","FALSE",1,NA,""
"FALSE","I_8370_2","Uitkerke, Scharebrugstraat, Scharebrug","Blankenbergsevaart","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8370","Blankenberge","YES","51.2934058413992","3.11803581054527","2123","FALSE",1,NA,""
"FALSE","I_8340_6","Schipdonkvaart-Zuid, jaagpad","Zuidervaartje","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8340","Damme","YES","51.2629600936469","3.29792362611816","2124","FALSE",1,NA,""
"FALSE","I_8340_7","Rabattestraat","Zuidervaartje","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8340","Damme","YES","51.2532993976831","3.28635625677102","2124","FALSE",1,NA,""
"FALSE","I_8310_1","Sint-Kruis, Polderstraat, Grijspaard","Zuidervaartje","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8310","Brugge","YES","51.232690431494","3.26050286995299","2124","FALSE",1,NA,""
"FALSE","I_8210_2"," ","Kerkebeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8210","Zedelgem","YES","51.1581850892642","3.18896172706068","54716","FALSE",1,NA,""
"FALSE","I_8200_2","Sint-Michiels, Rijselstraat, Stokvelde","Kerkebeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8200","Brugge","YES","51.1752198409912","3.20978271269608","54716","FALSE",1,NA,""
"FALSE","I_8020_4","Stationsstraat","Rivierbeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8020","Oostkamp","YES","51.1546945672706","3.25253261070005","28","FALSE",1,NA,""
"FALSE","I_8020_5","Waterstraat, Nieuwenhove, eindpt brugje in weide","Rivierbeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8020","Oostkamp","YES","51.1265055607223","3.23581960679026","28","FALSE",1,NA,""
"FALSE","I_8020_6","Kampveldstraat","Hertsbergebeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8020","Oostkamp","YES","51.1327145293268","3.25250026291135","845","FALSE",1,NA,""
"FALSE","I_3910_5","Tussenstraat (weg naar bezoekercentrum De Wulp), oprit pluimveebedrijf voor bezoekerscentrum doorrijden tot aan de Dommel.  Einde MF-traject aan oprit van bedrijf","Dommel","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg","3910","Pelt","YES","51.248289980108","5.41810058550228","9512","FALSE",1,NA,""
"FALSE","I_3900_3","Overpelt/Neerpelt, 20m opw inkokering sporen","Dommel","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg","3900","Pelt","YES","51.2188308519989","5.43631745868996","9512","FALSE",1,NA,""
"FALSE","I_3900_4","Overpelt, opw brug en 93000, lang buitenverblijf thv 1ste vijver","Dommel","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg","3900","Pelt","YES","51.1718651154883","5.43588602031703","9512","FALSE",1,NA,""
"FALSE","I_3910_6","MP91000; afw brug; RO; te voet door wei tot aan grote zomereik","Dommel","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg","3910","Pelt","YES","51.2706094632777","5.42925097864765","9512","FALSE",1,NA,""
"FALSE","I_3910_7","Aan Mp 91000; ongeveer 150m opw LO; begin traject aan inham naar vijver toe","Dommel","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg","3910","Pelt","YES","51.2652394062592","5.42663550163971","9512","FALSE",1,NA,""
"FALSE","I_3910_8","ongeveer 200m opw brug overzet kayaks; aan rood-wit-gemarkeerde eik","Dommel","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg","3910","Pelt","YES","51.257710271132","5.41814099793202","9512","FALSE",1,NA,""
"FALSE","I_3910_9","begin traject ongeveer 400m opw brug aan het 'Lommels Schoor' (oversteekplaats kajaks)","Dommel","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg","3910","Pelt","YES","51.2575206807562","5.41721986316152","9512","FALSE",1,NA,""
"FALSE","I_8610_3","Werken, Zarrenstraat, brug","Handzamevaart","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8610","Kortemark","YES","51.0250767529446","2.96262776104846","1208","FALSE",1,NA,""
"FALSE","I_8610_4","Handzame, Aarsdamstraat","Handzamevaart","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8610","Kortemark","YES","51.0258087935431","3.02219626025335","1208","FALSE",1,NA,""
"FALSE","I_8820_5"," ","Handzamevaart","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8820","Torhout","YES","51.0413366710452","3.09591910896961","1208","FALSE",2,NA,""
"FALSE","I_8610_5","Werken, Steenstraat","Zarrenbeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8610","Kortemark","YES","51.0243482433492","2.94762403242223","1496","FALSE",1,NA,""
"FALSE","I_8840_6"," ","Zarrenbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8840","Staden","YES","50.9938746278352","3.01126065168251","1496","FALSE",2,NA,""
"FALSE","I_8600_5","Woumen, Rapestraat","Stenensluisvaart","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8600","Diksmuide","YES","51.0006078710428","2.82926656995696","1379","FALSE",1,NA,""
"FALSE","I_8600_6","Woumen, Noordbroekstraat, Rillebroek","Stenensluisvaart","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8600","Diksmuide","YES","50.9949931676546","2.83513566233399","1379","FALSE",1,NA,""
"FALSE","I_8600_7","Woumen, Noordbroekstraat, Rillebroek","Noordkantvaart","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8600","Diksmuide","YES","51.0001744646338","2.84640795351695","2083","FALSE",1,NA,""
